Receipt ID,Date,Amount,Recurring Total Months,Recurrence Number,Recipient,Fundraising Page,Fundraising Partner,Reference Code 2,Reference Code,Donor First Name,Donor Last Name,Donor Addr1,Donor Addr2,Donor City,Donor State,Donor ZIP,Donor Country,Donor Occupation,Donor Employer,Donor Email,Donor Phone,New Express Signup,Comments,Check Number,Check Date,Employer Addr1,Employer Addr2,Employer City,Employer State,Employer ZIP,Employer Country,Donor ID,Fundraiser ID,Fundcandidateiser Recipient ID,Fundraiser Contact Email,Fundraiser Contact First Name,Fundraiser Contact Last Name,Partner ID,Partner Contact Email,Partner Contact First Name,Partner Contact Last Name,Reserved,Lineitem ID,AB Test Name,AB Variation,Recipient Committee,Recipient ID,Recipient Gov ID,Recipient Election,Reserved,Payment ID,Payment Date,Disbursement ID,Disbursement Date,Recovery ID,Recovery Date,Refund ID,Refund Date,Fee,Recur Weekly,ActBlue Express Lane,Reserved,Card Type,Reserved,Reserved,Reserved,Reserved,Mobile,Recurring Upsell Shown,Recurring Upsell Succeeded,Double Down,Smart Recurring,Monthly Recurring Amount,Apple Pay,Card Replaced by Account Updater,ActBlue Express Donor,Custom Field 1 Label,Custom Field 1 Value,Donor US Passport Number,Text Message Opt In,Gift Identifier,Gift Declined,Shipping Addr1,Shipping City,Shipping State,Shipping Zip,Shipping Country,Weekly Recurring Amount,Smart Boost Amount,Smart Boost Shown
AB195030840,2021-04-14 14:42:31,5,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Home,Brandt,3439 Knox Pl,,Bronx,NY,10467,United States,Illustrator,ProUnlimited,pretend384978721@example.com,,f,,400284813,2021-04-18,,,,,,,,,org-candidate-event,,,,,,,,,384978721,,,Example Candidate for Congress,115876,C00776658,,f,236703151,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.2,,,,MasterCard,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195030653,2021-04-14 14:42:34,100,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,home,Annah,Mwendar-Chaba,1530 Clarendon Boulevard,,Arlington,VA,22209,United States,Foreign Service Officer,Government,pretend384978483@example.com,,,,400284813,2021-04-18,,,,,,,,,candidateweb,,,,,,,,,384978483,,,Example Candidate for Congress,115876,C00776658,,f,236703159,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,3.95,,,,VISA,,,,,t,,,,,,,,,,,,unknown,,,,,,,,,,
AB195030849,2021-04-14 14:42:35,25,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Julian,Navarrete,3018 w Wabansia Ave #2,,Chicago,IL,60647,United States,Software Engineer,Blocher Consulting,,9144772818,f,,400284813,2021-04-18,,,Champaign,IL,61820,United States,,,candidate-abdelhamid-1,,,,,,,,,384978734,,,Example Candidate for Congress,115876,C00776658,,f,236703161,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.99,,,,MasterCard,,,,,,t,,,,,,t,t,,,,unknown,,,,,,,,,,
AB195030896,2021-04-14 14:43:20,20,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Feild,Craddock,11717 Aprilbud Dr.,,Henrico,VA,23233,United States,Designer,Self,pretend384978790@example.com,,f,,400284813,2021-04-18,,,,,,,,,org-candidate-event,,,,,,,,,384978790,,,Example Candidate for Congress,115876,C00776658,,f,236703208,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.79,,,,MasterCard,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195030917,2021-04-14 14:43:42,10,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Felix,Lau,770 S. Ynez Ave.,,Monterey Park,CA,91754,United States,Sound Editor,Technicolor Sound Services,,,f,,400284813,2021-04-18,,,,,,,,,org-candidate-event,,,,,,,,,384978820,,,Example Candidate for Congress,115876,C00776658,,f,236703230,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.4,,,,VISA,,,,,t,t,,,,,,t,t,,,,unknown,,,,,,,,,,
AB195031047,2021-04-14 14:45:19,27,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,twjacobs,Francis,Sferrazza,27 Broadway Street,,Asheville,NC,28801,United States,Software Developer,Skrye VR,pretend384978979@example.com,,f,,400284813,2021-04-18,,,Arlington,VA,22201,United States,,,orgsocial-candidate,,,,,,,,,384978979,,,Example Candidate for Congress,115876,C00776658,,f,236703326,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,1.07,,,,VISA,,,,,,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195031084,2021-04-14 14:45:50,10,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17206_420430_BAtn3c,em20210414-other-17206,Peter,Zeftel,3840 Elliot Ave Apt Suite Bldg. (Optional),,Minneapolis,MN,55407,United States,Not Employed,Not Employed,,9144772818,,,400284813,2021-04-18,,,Minneapolis,MN,55407,United States,,,org-20210414-candidate-2,,,,,,,,,384979024,,,Example Candidate for Congress,115876,C00776658,,f,236703371,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.4,,,,VISA,,,,,,t,,,,,,,,,,,unknown,,,,,,,,,,
AB195031093,2021-04-14 14:46:02,27,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Abraham,Buckley,42 Julia Cir,,Setauket,NY,11733,United States,Physician,Optum.com,pretend384979035@example.com,9144772818,f,,400284813,2021-04-18,,,,,,,,,org-candidate-event,,,,,,,,,384979035,,,Example Candidate for Congress,115876,C00776658,,f,236703381,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,1.07,,,,VISA,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195031103,2021-04-14 14:46:08,5,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17206_70879_pVW2Tq,em20210414-17206,Cynthia,Coppola,1128 S. Menard Ave,,Chicago,IL,60644,United States,Not Employed,Not Employed,,,,,400284813,2021-04-18,,,,,,,,,org-20210414-candidate-2,,,,,,,,,384979049,,,Example Candidate for Congress,115876,C00776658,,f,236703389,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.2,,,,MasterCard,,,,,,t,,,,,,,,,,,unknown,,,,,,,,,,
AB195031118,2021-04-14 14:46:17,10,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17206_485907_zQZGAJ,em20210414-17206,David,Schultz,33608 Purblo Trl,,Cathedral City,CA,92234,United States,Not Employed,Not Employed,,9144772818,,,400284813,2021-04-18,,,Cathredal City,CA,92234,United States,,,org-20210414-candidate-2,,,,,,,,,384979065,,,Example Candidate for Congress,115876,C00776658,,f,236703403,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.4,,,,VISA,,,,,t,t,,,,,t,,,,,,unknown,,,,,,,,,,
AB195031117,2021-04-14 14:46:23,10,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17206_1203307_N3HsYA,em20210414-17206,Merlyn,Cox,9125 Kress Rd.,,Ft. Wayne,IN,46809,United States,Not Employed,Not Employed,pretend384979064@example.com,9144772818,,,400284813,2021-04-18,,,,,,,,,org-20210414-candidate-2,,,,,,,,,384979064,,,Example Candidate for Congress,115876,C00776658,,f,236703406,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.4,,,,VISA,,,,,,,,,,0,,,,,,,unknown,,,,,,,,,,
AB195031177,2021-04-14 14:47:03,5,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Elizabeth,Boynton,6 Cammock Road,,Scarborough,ME,4074,United States,Not Employed,Not Employed,pretend384979134@example.com,,f,,400284813,2021-04-18,,,Scarborough,ME,4074,United States,,,org-candidate-event,,,,,,,,,384979134,,,Example Candidate for Congress,115876,C00776658,,f,236703457,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.2,,,,VISA,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195031208,2021-04-14 14:47:29,5,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17193_999549_eMXMW_,em20210414-17193,Ana,Coria,3452 CHARLEMAGNE AVE.,,LONG BEACH,CA,90808,United States,Not Employed,Not Employed,,,f,,400284813,2021-04-18,,,,,,,,,org-20210414-candidate-1,,,,,,,,,384979183,,,Example Candidate for Congress,115876,C00776658,,f,236703489,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.2,,,,MasterCard,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195031229,2021-04-14 14:47:55,8,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,twjacobs,Zach,Ream,1560 N. Prospect Ave,,Milwaukee,WI,53202,United States,Social Worker,SaintA,pretend384979212@example.com,9144772818,f,,400284813,2021-04-18,,,,,,,,,orgsocial-candidate,,,,,,,,,384979212,,,Example Candidate for Congress,115876,C00776658,,f,236703515,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.32,,,,VISA,,,,,,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195031257,2021-04-14 14:48:18,50,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Edward,Grom,3420 18th St. Apt. 202,,San Francisco,CA,94110,United States,Resident Physician,UCSF,,9144772818,f,,400284813,2021-04-18,,,,,,,,,examplecandidate,,,,,,,,,384979249,,,Example Candidate for Congress,115876,C00776658,,f,236703538,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,1.98,,,,VISA,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195031269,2021-04-14 14:48:26,15,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Jeffrey,Flynn,237 W 115th St 6A,,New York,NY,10026,United States,Professor,Fordham University,pretend384979261@example.com,,f,,400284813,2021-04-18,,,New York,NY,10023,United States,,,org-candidate-event,,,,,,,,,384979261,,,Example Candidate for Congress,115876,C00776658,,f,236703549,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.6,,,,VISA,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195031270,2021-04-14 14:48:29,10,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17206_943523_RJFwcT,em20210414-17206,Grace,Tahlor,4 Max Way,,Commack,NY,11725,United States,Not Employed,Not Employed,pretend384979263@example.com,,,,400284813,2021-04-18,,,,,,,,,org-20210414-candidate-2,,,,,,,,,384979263,,,Example Candidate for Congress,115876,C00776658,,f,236703553,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.4,,,,MasterCard,,,,,t,t,,,,,,,,,,,unknown,,,,,,,,,,
AB195031068,2021-04-14 14:48:36,20,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Kira,Griffin,4151 Redwood ave 405,,Los Angeles,CA,90066,United States,Designer,Self,,,f,,400284813,2021-04-18,,,,,,,,,org-candidate-event,,,,,,,,,384979007,,,Example Candidate for Congress,115876,C00776658,,f,236703566,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.79,,,,MasterCard,,,,,t,,,,,,t,,t,,,,unknown,,,,,,,,,,
AB195031310,2021-04-14 14:48:52,17.76,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Nikolos,Sardos,24 Peachtree Lane,,Carle Place,NY,11514,United States,Designer,Global Brands Group,pretend384979315@example.com,,f,,400284813,2021-04-18,,,,,,,,,org-candidate-event,,,,,,,,,384979315,,,Example Candidate for Congress,115876,C00776658,,f,236703589,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.71,,,,,,,,,t,,,,,,,,t,,,,unknown,,,,,,,,,,
AB195031345,2021-04-14 14:49:20,15,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,ads_ms_candidate_20210414-DD-FB-Launch-LowC_aocint-Natl-1865U-MF_a006-candidate-LaunchVideo-1200x1200-vid-Copy2,Harry,Smallenburg,1015 E Harvard Rd,,Burbank,CA,91501,United States,Not Employed,Not Employed,,9144772818,,,400284813,2021-04-18,,,Burbank,CA,91501,United States,,,ads_ms_candidate_fb_202104_dd_launch,,,,,,,,,384979363,,,Example Candidate for Congress,115876,C00776658,,f,236703625,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.6,,,,VISA,,,,,t,t,,,,,,,,,,,unknown,,,,,,,,,,
AB195031397,2021-04-14 14:50:04,5,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,BPeter,Brandt-Sorheim,11 Conkey Street,,Mt Morris,NY,14510,United States,RN,Teresa House Comfort Home,pretend384979427@example.com,,f,,400284813,2021-04-18,,,Geneseo,NY,14454,United States,,,org-candidate-event,,,,,,,,,384979427,,,Example Candidate for Congress,115876,C00776658,,f,236703682,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.2,,,,MasterCard,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195031410,2021-04-14 14:50:07,100,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17198_49354_Vpt6J5,em20210414-17198-el,Deborah,Kleinberg,43 Rogers Ln.,,Yorktown Heights,NY,10598,United States,Library Media Specialist,East Ramapo CSD,pretend384979444@example.com,,f,,400284813,2021-04-18,,,Spring Valley,NY,10977,United States,,,org-20210414-candidate-1,,,,,,,,,384979444,,,Example Candidate for Congress,115876,C00776658,,f,236703686,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,3.95,,t,,VISA,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195031440,2021-04-14 14:50:40,27,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Robert,Ash,3905 Bonnell Drive,,Austin,TX,78731,United States,Engr Mgr,NXP,,,f,,400284813,2021-04-18,,,,,,,,,org-candidate-event,,,,,,,,,384979479,,,Example Candidate for Congress,115876,C00776658,,f,236703718,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,1.07,,,,VISA,,,,,t,t,,,,,t,,t,,,,unknown,,,,,,,,,,
AB195031461,2021-04-14 14:51:24,21.7,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Harinee,Suthakar,12 Mistflower Laneq,,Princeton Junction,NJ,8550,United States,Not Employed,Not Employed,pretend384979503@example.com,9144772818,f,,400284813,2021-04-18,,,Princeton Junction,NJ,8550,United States,,,org-candidate-event,,,,,,,,,384979503,,,Example Candidate for Congress,115876,C00776658,,f,236703759,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.86,,,,VISA,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195031285,2021-04-14 14:51:32,20,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,James,Robson,14472 Sterling Oaks Dr,,Naples,FL,34110-4160,United States,Not Employed,Not Employed,pretend384979282@example.com,,,,400284813,2021-04-18,,,Naples,FL,34110-4160,United States,,,org-candidate-event,,,,,,,,,384979282,,,Example Candidate for Congress,115876,C00776658,,f,236703765,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.79,,,,VISA,,,,,t,,,,,,,,,,,,unknown,,,,,,,,,,
AB195031526,2021-04-14 14:52:04,101,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Anamika,Dwivedi,746 Park Road NW #1,,Washington,DC,20010,United States,Educator,Kipp DC,pretend384979586@example.com,,f,,400284813,2021-04-18,,,,,,,,,examplecandidate,,,,,,,,,384979586,,,Example Candidate for Congress,115876,C00776658,,f,236703793,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,3.99,,,,VISA,,,,,,,,,,,,,t,,,,unknown,,,,,,,,,,
AB195031563,2021-04-14 14:53:10,15,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,ads_ms_candidate_20210414-EA-program-Launch_listr_em001,Mohamed,Agha,3965 Suffolk Lane,,Hoffman Estates,IL,60192,United States,Not Employed,Not Employed,,9144772818,f,,400284813,2021-04-18,,,,,,,,,ads_ms_candidate_progcandidatem_202104_ea_launch,,,,,,,,,384979639,,,Example Candidate for Congress,115876,C00776658,,f,236703853,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.6,,,,VISA,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195031625,2021-04-14 14:53:50,50,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,home,Caitlin,O'Malley,1390 E. Juana Ave.,,San Leandro,CA,94577,United States,Strategist,Eleven,,,,,400284813,2021-04-18,,,,,,,,,candidateweb,,,,,,,,,384979723,,,Example Candidate for Congress,115876,C00776658,,f,236703900,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,1.98,,,,,,,,,t,,,,,,,,,,,,unknown,,,,,,,,,,
AB195031653,2021-04-14 14:54:06,100,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Ilya,Sheyman,2118 Maple Ave,,Evanston,IL,60201,United States,Not Employed,Not Employed,,,,,400284813,2021-04-18,,,,,,,,,orgsocial-candidate,,,,,,,,,384979758,,,Example Candidate for Congress,115876,C00776658,,f,236703918,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,3.95,,,,VISA,,,,,,t,,,,,,,,,,,unknown,,,,,,,,,,
AB195031660,2021-04-14 14:54:10,50,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,ads_ms_candidate_20210414-EA-leftN-Launch_listr_em001,Gina,Lombardino,3008 Gabriel Oaks Dr,,Bossier City,LA,71111,United States,Not Employed,Not Employed,,9144772818,f,,400284813,2021-04-18,,,,,,,,,ads_ms_candidate_leftn_202104_ea_launch,,,,,,,,,384979765,,,Example Candidate for Congress,115876,C00776658,,f,236703921,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,1.98,,,,MasterCard,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195031664,2021-04-14 14:54:15,10,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Adeline,Ramos,1300 Central Ave 5,,Union City,NJ,7087,United States,Artist,Self,pretend384979770@example.com,,,,400284813,2021-04-18,,,,,,,,,org-candidate-event,,,,,,,,,384979770,,,Example Candidate for Congress,115876,C00776658,,f,236703927,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.4,,,,MasterCard,,,,,t,t,,,,,,,,,,,unknown,,,,,,,,,,
AB195031679,2021-04-14 14:54:31,15,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,twjacobs,Felix,Pichardo,1829 10th ave S,,Minneapolis,MN,55404,United States,Lab Tech,University of Minnesota,,,f,,400284813,2021-04-18,,,,,,,,,orgsocial-candidate,,,,,,,,,384979791,,,Example Candidate for Congress,115876,C00776658,,f,236703947,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.6,,,,VISA,,,,,,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195031730,2021-04-14 14:55:35,27,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,TW,Luke,Taaffe,2723 N Wayne Ave,,Chicago,IL,60614,United States,Underwriter,Berkley Select,,,,,400284813,2021-04-18,,,,,,,,,candidatesocial,,,,,,,,,384979854,,,Example Candidate for Congress,115876,C00776658,,f,236704003,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,1.07,,,,VISA,,,,,t,t,,,,,t,,,,,,unknown,,,,,,,,,,
AB195031752,2021-04-14 14:55:46,10,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Laureen,Muhr,312. E Bonnie Brae Ct.,,Ontario,CA,91764,United States,teacher,CVUSD,,9144772818,f,,400284813,2021-04-18,,,,,,,,,org-candidate-event,,,,,,,,,384979881,,,Example Candidate for Congress,115876,C00776658,,f,236704018,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.4,,,,VISA,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195031762,2021-04-14 14:56:00,27,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Roger,Stauffer,542 w Monte vista rd,,Phoenix,AZ,85003,United States,Dir of Procurement,Global cynergies,,,,,400284813,2021-04-18,,,,,,,,,org-candidate-event,,,,,,,,,384979894,,,Example Candidate for Congress,115876,C00776658,,f,236704031,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,1.07,,,,VISA,,,,,t,t,,,,,,,,,,,unknown,,,,,,,,,,
AB195031783,2021-04-14 14:56:08,25,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Andrea,Don,6 Bates Blvd.,,Orinda,CA,94563,United States,Attorney,Weinberg Roger & Rosenfeld,,9144772818,f,,400284813,2021-04-18,,,Emeryville,CA,94608,United States,,,candidate-abdelhamid-1,,,,,,,,,384979919,,,Example Candidate for Congress,115876,C00776658,,f,236704039,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.99,,,,,,,,,,,,,,,,,t,,,,unknown,,,,,,,,,,
AB195031827,2021-04-14 14:56:55,5,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Jesse,Jackson,12300 Quilt Patch Lane,,Bowie,MD,20720,United States,Computer Tech,GridPoint Inc.,pretend384979981@example.com,9144772818,f,,400284813,2021-04-18,,,,,,,,,org-candidate-event,,,,,,,,,384979981,,,Example Candidate for Congress,115876,C00776658,,f,236704087,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.2,,,,,,,,,t,,,,,,,,t,,,,unknown,,,,,,,,,,
AB195031825,2021-04-14 14:56:56,18,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Jan,Weisbart,9621 Lockford street,,Los Angeles,CA,90035,United States,Not Employed,Not Employed,,,f,,400284813,2021-04-18,,,Los Angeles,CA,90035,United States,,,org-candidate-event,,,,,,,,,384979978,,,Example Candidate for Congress,115876,C00776658,,f,236704088,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.72,,,,VISA,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195031822,2021-04-14 14:56:59,10,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Robert,McFarland,PO Box 220503,,Hollywood,FL,33022,United States,Teacher,Miami-Dade County Public Schools,pretend384979975@example.com,,f,,400284813,2021-04-18,,,North Miami Beach,FL,33180,United States,,,org-candidate-event,,,,,,,,,384979975,,,Example Candidate for Congress,115876,C00776658,,f,236704093,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.4,,,,MasterCard,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195031836,2021-04-14 14:57:05,27,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Brandon,Laventure,720 W Centennial Ave Apt 43A,,Muncie,IN,47303,United States,Screenwriter,Self,pretend384979992@example.com,,f,,400284813,2021-04-18,,,,,,,,,org-candidate-event,,,,,,,,,384979992,,,Example Candidate for Congress,115876,C00776658,,f,236704098,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,1.07,,,,MasterCard,,,,,,t,,,,,,t,t,,,,unknown,,,,,,,,,,
AB195031883,2021-04-14 14:58:12,5,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Roxanne,Thayer,5537 35th Ave. NE,,Seattle,WA,98105,United States,Education Faculty,Western Washington University,pretend384980048@example.com,,f,,400284813,2021-04-18,,,,,,,,,org-candidate-event,,,,,,,,,384980048,,,Example Candidate for Congress,115876,C00776658,,f,236704167,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.2,,,,VISA,,,,,t,t,,,,,,t,t,,,,unknown,,,,,,,,,,
AB195031914,2021-04-14 14:58:16,50,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,twjacobs,Leonel,Marcia,1130 Alviso St,,Santa Clara,CA,95050,United States,Gas Pipeline Engineer,PG&E,pretend384980089@example.com,,f,,400284813,2021-04-18,,,,,,,,,orgsocial-candidate,,,,,,,,,384980089,,,Example Candidate for Congress,115876,C00776658,,f,236704175,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,1.98,,,,VISA,,,,,t,t,,,,,,t,t,,,,unknown,,,,,,,,,,
AB195031921,2021-04-14 14:58:21,15,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,ads_ms_candidate_20210414-EA-leftN-Launch_listr_em001,ChaplainRoy,BATES,PO BOX 307,,LAURENS,NY,13796,United States,Not Employed,Not Employed,pretend384980096@example.com,,,,400284813,2021-04-18,,,,,,,,,ads_ms_candidate_leftn_202104_ea_launch,,,,,,,,,384980096,,,Example Candidate for Congress,115876,C00776658,,f,236704178,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.6,,,,VISA,,,,,,t,,,,,,,,,,,unknown,,,,,,,,,,
AB195031942,2021-04-14 14:58:43,5,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,home,Nicholas,Potamousis,350 E Levi Lane,,Mooresville,IN,46158,United States,Restaurant Manager,Four Seasons,pretend384980124@example.com,9144772818,f,,400284813,2021-04-18,,,,,,,,,candidateweb,,,,,,,,,384980124,,,Example Candidate for Congress,115876,C00776658,,f,236704203,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.2,,,,Discover,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195031946,2021-04-14 14:58:47,5,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,texts,Karl,Palan,2239 W Wolpers Rd Unincorporated Crete Twp,,Park Forest,IL,60466,United States,Woodworking,Self,,9144772818,f,,400284813,2021-04-18,,,,,,,,,org-candidate-event,,,,,,,,,384980128,,,Example Candidate for Congress,115876,C00776658,,f,236704208,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.2,,,,VISA,,,,,t,,,,,,,,t,,,,unknown,,,,,,,,,,
AB195031980,2021-04-14 14:59:14,100,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,,Shaun,Plander,6025 Crape Myrtle Ct,,Woodland Hills,CA,91367,United States,Operations manager,Harleys Bowl,,,f,,400284813,2021-04-18,,,,,,,,,orgsocial-candidate,,,,,,,,,384980173,,,Example Candidate for Congress,115876,C00776658,,f,236704243,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,3.95,,,,VISA,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195032033,2021-04-14 15:00:12,10,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,TW,Owen,Haight,14 Landseer St.,,Boston,MA,2132,United States,Lifeguard,Dedham Health Cemter,pretend384980244@example.com,9144772818,f,,400284813,2021-04-18,,,,,,,,,candidatesocial,,,,,,,,,384980244,,,Example Candidate for Congress,115876,C00776658,,f,236704291,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.4,,,,VISA,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195032031,2021-04-14 15:00:12,27,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,twjacobs,Aaron,Thompson,4327 10th Ave.,,Los Angeles,CA,90008,United States,Senior Associate,Wilmerhale,,9144772818,f,,400284813,2021-04-18,,,,,,,,,orgsocial-candidate,,,,,,,,,384980242,,,Example Candidate for Congress,115876,C00776658,,f,236704290,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,1.07,,,,MasterCard,,,,,t,,,,,0,,,t,,,,unknown,,,,,,,,,,
